surface,adsorption site,ads initial x,ads initial y,ads initial z,ads final x,ads final y,ads final z,adsorption energy
Ga_mp-10021_111,hollow_0,3.622598853450463,1.6601187261381554,20.634172943100005,3.1732079492,0.4831090084,19.6723435848,-0.9687742681311268
Ga_mp-10021_111,hollow_1,1.798500668980251,2.466982816738156,20.634172943100005,1.5090862945,5.4595140506,19.4557403159,-0.9833443700780788
Ga_mp-10021_111,hollow_2,1.096896742500543,5.046454624304859,20.634172943100005,1.4613676975,5.5930172635,19.415314458,-0.9848952987884256
Ga_mp-10021_111,hollow_3,2.684416830260609,4.160150765821508,20.634172943100005,1.5788936008,5.4808807223,19.4186403288,-0.9842547329065032
Ga_mp-10021_111,ontop_0,1.1491626044100398,0.8532546355381535,20.634172943100005,-0.9732361506,0.4987615012,19.5905093522,-0.9870802408730992
Ga_mp-10021_111,ontop_1,-0.025597515489959977,3.2738469073381533,20.634172943100005,0.5627109555,4.8600644252,19.6243100412,-0.9857460958610916
Ge_mp-32_100,bridge_0,1.3371221595999994,1.0029974279691147,19.209683539,1.3370067933,1.0030609661,18.7924104891,-0.9354635471045064
Ge_mp-32_100,bridge_1,3.343486108830886,1.0029974279691147,19.209683539,3.3437926781,1.003096006,18.0100852109,-1.4220685939469342
Ge_mp-32_100,bridge_2,3.3434861088308847,3.009361377199998,19.209683539,3.3436838915,3.0093402811,18.8862984914,-0.9319780497654714
Ge_mp-32_100,ontop_0,1.3371221595999998,3.0093613772,19.209683539,1.3369906332,3.0093487029,19.6332673338,-0.3534461616209275
Ge_mp-32_110,bridge_0,7.912219114567238e-06,5.674565069958763,22.1946514222,0.0001381937,5.6744921658,21.4035181125,-1.3283461227022697
Ge_mp-32_110,bridge_1,7.912219114110944e-06,2.8371379619000052,22.1946514222,-0.001540292,2.8365388748,22.3235157849,-0.5696170525373874
Ge_mp-32_110,bridge_2,1.0031892305691155,3.5579443140000064,22.1946514222,1.0031846848,4.8380914242,21.0101527321,-1.8764602970233693
Ge_mp-32_110,hollow_0,1.0031896680794103,4.969024817972513,22.1946514222,1.003182785,5.0242251239,21.0716727348,-1.8882757889472013
Ge_mp-32_110,ontop_0,3.0095531798,3.557944314,22.1946514222,3.009546819,0.957388905,21.0171236839,-1.8770013671408667
Ge_mp-32_111,bridge_0,1.9396037730623104,2.2811075020205602,25.638864350600002,1.9658223525,2.2922988923,25.296637304,-0.8523726174599793
Ge_mp-32_111,bridge_1,3.9428690888622464,2.2811075020205602,25.638864350600002,3.1559316909,1.8266619138,25.091986761,-1.0305498972584368
Ge_mp-32_111,hollow_0,4.943468070128676,2.8599959496675234,25.638864350600002,4.9788236972,2.8804503219,25.209575864,-1.035641646806014
Ge_mp-32_111,hollow_1,2.9422701075958164,1.7022190543735982,25.638864350600002,2.9786458334,1.7232552201,25.0854516349,-1.0356807237357946
Ge_mp-32_111,ontop_0,0.9410721450629602,0.5444421590796766,25.638864350600002,0.9191903259,0.5317773987,26.0376201684,-0.2792347022797387
Y_mp-9_100,bridge_0,2.706794996300002,2.706794823794234,24.4636960633,2.7067989562,2.7067951051,25.0413370811,-0.3830939683362883
Y_mp-9_100,bridge_1,0.9022648113057672,2.706794823794236,24.4636960633,0.9022646878,2.7067952033,24.7786668328,-0.6681765419773614
Y_mp-9_100,ontop_0,2.7067949963,0.9022646387999999,24.4636960633,2.7067921728,0.9022663617,25.3661219673,-0.1632609712880374
Y_mp-9_110,bridge_0,0.902268679305769,1.275997211099998,20.807420175100003,0.9022683165,1.2760011864,21.5760788312,0.095398492121049
Y_mp-9_110,bridge_1,0.9022686793057695,3.8279882724304706,20.807420175100003,0.9022690812,3.8279878037,20.423407635,-0.7316417391781501
Y_mp-9_110,bridge_2,2.7067988643000027,3.8279882724304706,20.807420175100003,2.7067979032,3.8279875373,20.4985683887,-0.4947002138478835
Y_mp-9_110,ontop_0,2.7067988643,1.2759972110999998,20.807420175100003,2.7067985806,1.2759973973,21.8634633402,0.2891976053602587
Y_mp-9_111,bridge_0,2.1921612958364634,2.3106131041796765,26.847585538200004,2.1608853711,3.0758207799,27.2882005731,-0.6464706966455087
Y_mp-9_111,bridge_1,1.2940787400334683,0.7486507125749448,26.847585538200004,1.2395060232,0.7170719426,27.2147768904,-0.5985067387666195
Y_mp-9_111,hollow_0,0.3941368000569751,0.22799658204003462,26.847585538200004,0.37297378,0.2157383564,27.1271739396,-0.6494861769178844
Y_mp-9_111,hollow_1,2.1940206800099675,1.2693048431098548,26.847585538200004,2.1693350214,1.2550269702,27.2448946679,-0.6246221792225473
Y_mp-9_111,ontop_0,3.99390455996296,2.3106131041796765,26.847585538200004,3.95099474,2.2858231128,27.6321298838,-0.3843618563078055
Zr_mp-8635_100,bridge_0,0.8006580493906269,0.8006596808906276,23.0950232283,0.8006495539,0.8006483321,23.324353002,-0.8988997440316849
Zr_mp-8635_100,bridge_1,2.4019864001999993,0.8006596808906276,23.0950232283,2.4020583554,0.8006420921,23.5750732986,-0.632307697650544
Zr_mp-8635_100,ontop_0,2.4019864001999998,2.4019880317,23.0950232283,2.402032326,2.4020280097,23.8438095202,-0.4335957892738764
Zr_mp-8635_110,bridge_0,0.8006677188999995,3.396931319727152,19.8209569437,0.8006478611,3.396931151,19.6110355958,-0.7972532015388832
Zr_mp-8635_110,bridge_1,2.401996069709371,3.396931319727152,19.8209569437,2.4020189175,3.3969302833,19.539088591,-0.9377118128394442
Zr_mp-8635_110,bridge_2,2.4019960697093654,1.1323110482000005,19.8209569437,2.4020129988,1.1323110772,20.3659465998,-0.2043735489952949
Zr_mp-8635_110,ontop_0,0.8006677189000002,1.1323110481999998,19.8209569437,0.8006367342,1.1323135434,20.6014674948,-0.0248092701260049
Zr_mp-8635_111,bridge_0,-0.26688710550468775,1.3867891750011567,24.8641024911,-0.3079893609,1.3630505032,25.3220675816,-0.7710935275917233
Zr_mp-8635_111,hollow_0,2.1351054207093685,0.924525497800771,24.8641024911,2.1351057218,0.9245280217,25.2586105793,-0.8020043174214846
Zr_mp-8635_111,hollow_1,0.533777069899999,1.8490528522015421,24.8641024911,0.5337764105,1.8490577926,25.2747100803,-0.7854815022806965
Zr_mp-8635_111,ontop_0,-1.0675512809093715,2.7735802066023125,24.8641024911,-1.0675486316,2.7735851769,25.4744442021,-0.6210123461926446
Mo_mp-129_100,bridge_0,2.3757004194882567,2.3757015015882548,19.721508560399997,2.3756941736,2.3756935374,19.5079662172,-1.316501941802119
Mo_mp-129_100,bridge_1,0.7918914470999993,2.3757015015882548,19.721508560399997,0.7918934969,2.3757083509,19.9473492292,-0.84837065047303
Mo_mp-129_100,ontop_0,0.7918914470999999,0.7918925291999999,19.721508560399997,0.7918915618,0.7918930961,20.3317470784,-0.5310902830193883
Mo_mp-129_110,bridge_0,1.3716188538299556,1.9397622200000026,23.0290367312,1.3716188815,1.9397616759,23.3510769264,-0.7666803990671384
Mo_mp-129_110,bridge_1,1.8288251221066067,0.6465876092023352,23.0290367312,1.8288250352,0.6465876818,23.1829113024,-0.9560414690201215
Mo_mp-129_110,hollow_0,1.2192167644044054,1.077645812801558,23.0290367312,1.7254158716,0.7197076972,23.1815808942,-0.955555616275626
Mo_mp-129_110,ontop_0,4.899999971296601e-08,1.93976222,23.0290367312,-1.934e-07,1.9397628018,23.5661154191,-0.5654113238634982
Mo_mp-129_111,bridge_0,5.217829974005215,1.728629059807663,19.0820974533,5.2026537773,2.8812850421,19.3431848938,-0.9502030141663248
Mo_mp-129_111,bridge_1,2.983766097595164,1.728629059807663,19.0820974533,3.0108895698,1.7443422586,18.5871069813,-1.4882679654035944
Mo_mp-129_111,bridge_2,3.0092300344351237,3.0376734823076665,19.0820974533,3.0239512493,1.8917783275,18.5607814863,-1.4604856675148574
Mo_mp-129_111,bridge_3,2.958302160755202,0.41958463730766293,19.0820974533,3.0045125596,1.6122705569,18.5899362164,-1.4880656105490997
Mo_mp-129_111,bridge_4,6.329074181960462,3.6667151554613526,19.0820974533,5.3135535387,3.0783785333,19.3487042598,-0.9501967569036276
Mo_mp-129_111,ontop_0,5.243293910845161,3.037673482307662,19.0820974533,5.2192756854,3.0237586963,19.3505227903,-0.9502384774226597
Mo_mp-129_111,ontop_1,0.7242382843451598,0.41958463730766205,19.0820974533,0.6866401741,0.3978035359,19.6114683818,-0.2307211054109946
Tc_mp-113_100,bridge_0,2.736580385050008,4.394902796649999,24.5254769698,2.982791779,5.409805133,24.2785747982,-1.154656174199505
Tc_mp-113_100,bridge_1,2.0524353012000014,3.2961770939000017,24.5254769698,2.0524352621,3.2961771388,24.7616941368,-0.5835114342027239
Tc_mp-113_100,bridge_2,0.6841450639000011,1.0987256993999992,24.5254769698,0.6841450787,1.0987256958,24.2902819043,-1.1488049612752913
Tc_mp-113_100,hollow_0,2.052435289600002,4.028660895733334,24.5254769698,2.0524362308,5.3796003811,24.3713245493,-1.0970901336838077
Tc_mp-113_100,hollow_1,0.6841450755000001,0.36624189756666686,24.5254769698,0.6841453692,1.0438464718,24.2929526481,-1.1486778867609198
Tc_mp-113_100,ontop_0,0.6841450986999998,3.2961770939,24.5254769698,0.6841451965,3.2961771007,24.9956763042,-0.3619667040392116
Tc_mp-113_100,ontop_1,2.0524352664,1.0987256993999999,24.5254769698,2.0524353501,1.0987256778,24.3665913477,-1.0972095631563843
Tc_mp-113_110,bridge_0,4.3949027979,4.329506225819816,19.078479322499998,4.3968450988,4.299803434,19.4581027231,-0.8923096518065332
Tc_mp-113_110,bridge_1,4.394902797900002,1.9662497072534704,19.078479322499998,4.4004439464,1.9929456308,18.6753216987,-1.3229317139792258
Tc_mp-113_110,bridge_2,1.098725703600003,2.664637564369816,19.078479322499998,1.0987257347,2.5980022391,18.6788553971,-1.4699441841704153
Tc_mp-113_110,bridge_3,3.296177092200002,1.2678618501371293,19.078479322499998,3.296177139,1.3807886776,18.595631038,-1.4698976213788968
Tc_mp-113_110,hollow_0,0.3662418998000054,2.986797832481034,19.078479322499998,1.0193169709,2.6103700769,18.6682631855,-1.4698196280636608
Tc_mp-113_110,hollow_1,2.5636932960000003,0.9457015820259048,19.078479322499998,3.2162514395,1.3867956616,18.591365835,-1.4696896773075032
Tc_mp-113_110,ontop_0,1.0987257035999998,0.301381045803472,19.078479322499998,1.0987255453,-1.9560628135,18.3471424168,-1.4701650373345174
Tc_mp-113_110,ontop_1,3.2961770922,3.631118368703471,19.078479322499998,3.2961772276,5.9376729955,18.9220023749,-1.4701632386602002
Tc_mp-113_111,bridge_0,4.230793074400003,3.20571240164312,19.0325653356,3.8399457066,4.0623205824,18.1315037311,-1.5419230882759618
Tc_mp-113_111,bridge_1,4.774332065828712,1.9913680268931198,19.0325653356,4.8196866189,2.0350878531,18.5435109678,-1.2415348109911435
Tc_mp-113_111,bridge_3,0.6758708490569375,0.9045859055715938,19.0325653356,1.025959618,0.357641121,18.2179907434,-1.483808604718282
Tc_mp-113_111,bridge_5,3.6872540829712928,4.420056776393118,19.0325653356,3.7827253064,4.1629040805,18.1289077548,-1.5419086703153249
Tc_mp-113_111,hollow_0,5.201955454952477,2.8009309433931207,19.0325653356,3.9072885629,4.0330665438,18.1306457835,-1.5420084341104427
Tc_mp-113_111,hollow_1,4.4119727382095775,1.2668466126787683,19.0325653356,5.6969263062,0.3766108624,18.2213178582,-1.48364010492359
Tc_mp-113_111,hollow_2,3.2596306938475283,3.6104938598931198,19.0325653356,3.7638057776,4.0949418331,18.1310765669,-1.5420429504101725
Tc_mp-113_111,hollow_3,1.6796652603617204,0.5423251984644212,19.0325653356,1.4412301776,-0.3759264356,18.1980076775,-1.5416823653510596
Tc_mp-113_111,ontop_1,6.0572022332,4.4200567763931184,19.0325653356,3.9834180085,4.1638146411,18.1227584445,-1.541546301548625
Nb_mp-75_100,bridge_0,0.8294044863000002,2.488220890484009,20.0285874277,0.829316746,2.4882592453,20.3666262031,-0.62370570879409
Nb_mp-75_100,bridge_1,2.488220675684009,2.488220890484009,20.0285874277,2.4882599659,2.4882604285,19.9677897619,-1.0111145861076964
Nb_mp-75_100,ontop_0,0.8294044862999999,0.8294047010999995,20.0285874277,0.8293423294,0.8293424285,20.7807057303,-0.3372733259015328
Nb_mp-75_110,bridge_0,-1.163653933889182e-06,2.031625883619603,23.537030342700003,-1.4074e-06,2.0316258578,23.7771471616,-0.809147998369957
Nb_mp-75_110,bridge_1,0.47885782308454994,0.6772081366000006,23.537030342700003,0.4788577366,0.6772084591,23.893319387,-0.6904784162910533
Nb_mp-75_110,hollow_0,-0.6384798126385782,2.4830984659594693,23.537030342700003,-0.0978921458,2.1008456467,23.7664728967,-0.8086288293478457
Nb_mp-75_110,ontop_0,1.9154347832999998,0.6772081365999998,23.537030342700003,1.9154350005,0.6772078466,24.0690349166,-0.5682997690769964
Nb_mp-75_111,bridge_0,6.639599961679314,3.84661616142408,19.2975185103,5.5464015539,3.2132776096,19.6249704266,-1.0838000192542514
Nb_mp-75_111,bridge_1,5.475728614407072,1.8167447262076637,19.2975185103,5.4489310688,3.0179301115,19.623910147,-1.0839806512483108
Nb_mp-75_111,bridge_2,1.994028166461012,1.1552292925912448,19.2975185103,3.0414170758,1.7620284049,18.8854908289,-1.622893395424852
Nb_mp-75_111,bridge_3,3.1358622599951627,1.8167447262076637,19.2975185103,3.1587130024,1.829983269,18.8867260974,-1.6229065575784292
Nb_mp-75_111,bridge_4,4.277696353529311,2.4782601598240808,19.2975185103,3.2738849276,1.8967074398,18.8788121196,-1.6227945663419572
Nb_mp-75_111,ontop_0,5.49776586814516,3.185100727807662,19.2975185103,5.4735227122,3.1710557076,19.6211492726,-1.0838616639594014
Nb_mp-75_111,ontop_1,0.77395865184516,0.44838872460766244,19.2975185103,0.7351961637,0.4259317505,19.8459272006,-0.3807532518723036
Tc_mp-8638_100,ontop_0,2.044669966,0.6815565565999999,21.517694824400003,2.0446691158,0.6815561731,22.0021824299,-0.5787600720558446
Tc_mp-8638_110,ontop_0,2.0446701658999995,2.8916002445,18.630799212400003,2.0446701643,2.8916003454,19.1036617951,-0.4832355380917861
Tc_mp-8638_111,ontop_0,2.622784702275851,0.9913295286213171,23.226549923300002,2.6026242557,0.979613636,23.6906803046,-0.5917903244192991
Rh_mp-74_100,bridge_0,0.6728071292735105,0.6728072306735116,21.4387672871,0.672807163,0.6728072138,21.2377472146,-1.4449413525483177
Rh_mp-74_100,bridge_1,2.0184214952000024,0.6728072306735116,21.4387672871,2.0184216825,0.6728071859,21.5264304817,-1.0334417996799383
Rh_mp-74_100,ontop_0,2.018421495200001,2.0184215966,21.4387672871,2.018421907,2.0184218098,21.7644494716,-0.7098231542957317
Rh_mp-74_110,bridge_0,2.0184214987999995,2.854478884717311,18.616819823900002,2.0184215531,2.8544790631,18.2208733114,-1.2822799654096
Rh_mp-74_110,bridge_1,0.6728071328735096,2.854478884717311,18.616819823900002,0.672807124,2.8544790293,18.0939619096,-1.6140645151947648
Rh_mp-74_110,bridge_2,0.6728071328735115,0.9514927986999976,18.616819823900002,0.6728071324,0.9514926699,18.7157935697,-0.8084078714197243
Rh_mp-74_110,ontop_0,2.0184214988,0.9514927986999999,18.616819823900002,2.0184216198,0.9514925285,18.9502006135,-0.4961170121214063
Rh_mp-74_111,bridge_0,-0.8970793919897341,2.330664194989632,22.924802738,-0.8947287307,2.3293113241,22.9845136375,-0.966920530958954
Rh_mp-74_111,hollow_0,-0.22427220902648892,1.9422187867930891,22.924802738,-0.2242717544,1.9422242489,22.9512698374,-1.0261380027698563
Rh_mp-74_111,hollow_1,2.4669565228264947,0.3884371540069143,22.924802738,2.4669550924,0.3884445956,22.9634182448,-1.0229529628228524
Rh_mp-74_111,ontop_0,1.1213421569000002,1.1653279704,22.924802738,1.12133353,1.1653062692,23.2718753914,-0.5815153718880837
Rh_mp-2646993_100,bridge_0,0.6827447600499978,2.214244499749999,24.3780267593,0.0601971492,3.2409855477,23.8983976469,-1.6806035311850471
Rh_mp-2646993_100,bridge_1,2.7309790398000002,3.3213667498,24.3780267593,2.7309790382,3.3213667496,23.8967298757,-1.681041976232371
Rh_mp-2646993_100,bridge_2,1.3654895202999995,1.1071222497,24.3780267593,1.3654895103,1.1071222248,24.3705399374,-1.0864809775390198
Rh_mp-2646993_100,hollow_0,2.7309790399666665,4.059448249766668,24.3780267593,2.7309790362,3.424088126,23.8979284108,-1.678569556589223
Rh_mp-2646993_100,hollow_1,1.3654895201333328,0.36904074973333334,24.3780267593,1.365489501,-0.8655624742,24.0136983216,-1.526686886629549
Rh_mp-2646993_100,ontop_0,1.365489519799999,3.3213667498,24.3780267593,1.3654895186,3.3213667496,24.0169854737,-1.5272748746441984
Rh_mp-2646993_100,ontop_1,2.9999966819397787e-10,1.1071222496999997,24.3780267593,8e-10,1.1071222365,24.6437211988,-0.7343539021353326
Rh_mp-2646993_110,bridge_0,4.42848898905,2.75053799364653,18.5816393557,4.4263712034,2.748024883,18.5658555697,-1.1467941857613024
Rh_mp-2646993_110,bridge_1,4.428488989049998,0.39211870271103877,18.5816393557,4.4237025114,0.3527954779,18.1050545553,-1.8096299272089849
Rh_mp-2646993_110,bridge_2,1.1071222307000013,4.38688102253202,18.5816393557,1.107122228,4.3858317362,17.7849943255,-1.969307246914605
Rh_mp-2646993_110,bridge_3,3.3213667474,1.114194964761041,18.5816393557,3.3213667467,1.0324289346,18.0194849536,-1.9690973327351755
Rh_mp-2646993_110,hollow_0,0.3690407362666662,4.082125433586855,18.5816393557,1.0218416367,4.387708678,17.7812413987,-1.9684115523946188
Rh_mp-2646993_110,hollow_1,2.5832852418333325,1.418950553706202,18.5816393557,3.2463637981,1.0232055655,18.0190340222,-1.968890954676284
Rh_mp-2646993_110,ontop_0,1.1071222306999997,2.0284617315965274,18.5816393557,1.1071221964,4.2081024628,17.7835150999,-1.9693737216447669
Rh_mp-2646993_110,ontop_1,3.3213667474,3.472614255696528,18.5816393557,3.3213670514,1.1983133663,18.0198653315,-1.969457353160616
Rh_mp-2646993_111,bridge_0,4.52967310112142,0.9996628691468092,18.9116630766,3.7951993439,-0.3358730871,17.8512511052,-2.206532998039859
Rh_mp-2646993_111,bridge_1,2.1645758752785826,0.9996628691468092,18.9116630766,-0.7551313194,-0.3396981919,17.8577975442,-2.2064825304166127
Rh_mp-2646993_111,bridge_2,5.292482196342846,2.040258883791528,18.9116630766,5.2774242457,2.0500413531,18.2685596354,-1.7908797528525937
Rh_mp-2646993_111,bridge_3,5.712221714042846,3.3165995940415276,18.9116630766,6.0712006702,4.1097578155,17.796902157,-2.206616245877788
Rh_mp-2646993_111,bridge_4,3.347124488200008,3.3165995940415276,18.9116630766,5.8838059458,4.1157252442,17.7926820932,-2.2068296267888017
Rh_mp-2646993_111,bridge_5,6.1319612317428405,4.592940304291531,18.9116630766,6.1055717748,4.216289753,17.7972220085,-2.2066647202654086
Rh_mp-2646993_111,hollow_0,4.783942799528564,2.8911526906248612,18.9116630766,5.9955751352,4.0815357168,17.7957840972,-2.206698700497565
Rh_mp-2646993_111,hollow_1,1.9103061768714387,3.742046497458199,18.9116630766,1.4067403505,4.1425032486,17.7975569712,-2.2067846980499395
Rh_mp-2646993_111,ontop_0,2.9273849705,2.0402588837915285,18.9116630766,5.8524352841,4.0225546511,17.7930408141,-2.206640446332265
Rh_mp-2646993_111,ontop_1,3.7668640059,4.592940304291528,18.9116630766,1.5441967794,4.2186898483,17.8045967629,-2.206459788491362
Pd_mp-2_100,bridge_0,0.6924866615297454,2.0774619654000004,21.7542763012,0.6924862917,2.0774605346,21.7681952732,-1.0577061302258133
Pd_mp-2_100,bridge_1,0.6924866615297446,0.6924867111297439,21.7542763012,0.6924859599,0.692488341,21.4504788799,-1.497587752899505
Pd_mp-2_100,ontop_0,2.0774619158000003,2.0774619654,21.7542763012,2.0774609292,2.0774609755,22.0321116077,-0.7133638377162268
Pd_mp-2_110,bridge_0,0.6924874489297436,0.9793255807999971,18.863325968999998,0.6924875811,0.9793253039,18.8508318373,-0.9539083401661366
Pd_mp-2_110,bridge_1,2.0774627032000006,2.9379763689401246,18.863325968999998,2.0774640044,2.9379760689,18.3104444288,-1.4424385758700382
Pd_mp-2_110,bridge_2,0.6924874489297427,2.9379763689401246,18.863325968999998,0.6924876295,2.9379762713,18.208923607,-1.737370227303796
Pd_mp-2_110,ontop_0,2.0774627032,0.9793255807999998,18.863325968999998,2.0774605279,0.9793260251,19.1309622079,-0.5675198196029181
Pd_mp-2_111,bridge_0,1.9698273050380575,2.205223100667065,23.48050159,1.9693007351,2.2049212093,23.4728896823,-1.0505279629102986
Pd_mp-2_111,hollow_0,1.2802054375831562,0.2068206550908195,23.48050159,1.2830234117,0.2084497141,23.366479808,-1.121318067622299
Pd_mp-2_111,hollow_1,1.2784416987917124,1.8055426115518154,23.48050159,1.2813017978,1.8071997547,23.3911111349,-1.1238396201667784
Pd_mp-2_111,ontop_0,2.662976650075852,1.0061816333213172,23.48050159,2.6509371851,0.9992419483,23.7632255079,-0.6556475045571629
Pd_mp-2646977_100,bridge_0,0.7861408842000006,2.3584234347263258,19.7325147797,0.7861258475,2.3584345019,19.5635103104,-1.1805103267089527
Pd_mp-2646977_100,bridge_1,2.358421886726326,2.3584234347263258,19.7325147797,2.3584316775,2.3584326216,19.1308522773,-1.7550252489350524
Pd_mp-2646977_100,ontop_0,0.7861408841999998,0.7861424321999999,19.7325147797,0.7861428407,0.7861449148,19.9605544006,-0.7345184521942383
Pd_mp-2646977_110,bridge_0,1.3616386587754634,1.9256584434999977,22.996250033400003,1.3616366848,1.9256650996,22.9860037638,-1.040309710774716
Pd_mp-2646977_110,bridge_1,1.8155170888006178,0.6418963806796348,22.996250033400003,1.815513471,0.6418910522,22.8580097983,-1.2187763756465468
Pd_mp-2646977_110,hollow_0,1.2103458487670795,1.069817068286424,22.996250033400003,1.3855799572,0.9459200532,22.8500026276,-1.2906140185769526
Pd_mp-2646977_110,ontop_0,3.3686999993839322e-06,1.9256584434999995,22.996250033400003,3.7058e-06,1.9256599901,23.236942659,-0.6829902199703729
Pd_mp-2646977_111,bridge_0,2.2235411042328517,3.851285972080543,16.468360977499998,1.1551804414,3.2344783285,15.4800988775,-2.1765965368792326
Pd_mp-2646977_111,bridge_2,2.223541115148557,1.283762082269456,16.468360977499998,3.1472223738,1.8170454494,15.4672401976,-2.181676751514604
Pd_mp-2646977_111,ontop_0,5.5588527916,3.2094051765,16.468360977499998,5.5588438306,3.20939307,15.4705913527,-2.182405095928725
Pd_mp-2646977_111,ontop_1,1.1117705344999995,0.6418805791999996,16.468360977499998,1.1117465331,0.6418460249,15.4734096281,-2.1823508704117462
Ag_mp-124_100,bridge_0,2.1766620241000005,2.1766605756957804,22.240825037699995,2.1766585052,2.1766658946,22.3920329117,-0.5104807985979634
Ag_mp-124_100,bridge_1,0.7255529172042166,2.1766605756957804,22.240825037699995,0.7255519715,2.1766632351,22.0577655421,-0.7817741041350442
Ag_mp-124_100,ontop_0,2.1766620241,0.7255514687999999,22.240825037699995,2.1766693815,0.7255459988,22.6821986601,-0.3073317816503861
Ag_mp-124_110,bridge_0,2.176658885395779,3.0782685160551226,19.2127617757,2.1766562903,3.078273767,18.5770526592,-1.021932687705801
Ag_mp-124_110,bridge_2,2.1766588853957787,1.026090336599998,19.2127617757,2.1766594148,1.0260912469,19.3197942646,-0.3322210002300571
Ag_mp-124_110,ontop_0,0.7255497784999995,1.0260903365999998,19.2127617757,0.7255453355,1.0260886836,19.6332210946,-0.1053284408345883
Ag_mp-124_111,bridge_0,1.3438414812191382,1.056213859821317,24.045891971000003,1.3442207876,0.4211562876,23.9558007456,-0.5799325146838596
Ag_mp-124_111,bridge_1,2.0673174117818576,2.3125106690577177,24.045891971000003,2.0765672019,2.3178700911,24.1223508264,-0.5236528250734488
Ag_mp-124_111,hollow_0,1.3429175017420456,1.8937450659789177,24.045891971000003,1.3431697968,1.8938841203,24.0117721115,-0.5718580038504936
Ag_mp-124_111,hollow_1,1.3447654606962294,0.21868265366371586,24.045891971000003,1.3453452885,0.219009104,23.9695375338,-0.5820206413265049
Ag_mp-124_111,ontop_0,2.7935652807758506,1.056213859821317,24.045891971000003,2.7778357518,1.047138862,24.4092898738,-0.3283095941386008
Ag_mp-2646971_100,bridge_0,0.8277988944999974,2.4834820152881107,20.1779370114,0.8275681576,2.4835343431,20.1436317667,-0.4737754118878028
Ag_mp-2646971_100,ontop_0,0.8277988944999998,0.8278280138999998,20.1779370114,0.8277389072,0.827759698,20.5466392479,-0.1553434756758585
Ag_mp-2646971_110,bridge_0,0.4779135331931548,0.6759534682672947,23.635441835,0.4779154658,0.6759543089,23.7527702493,-0.4955158673986506
Ag_mp-2646971_110,hollow_0,2.549013480530159,0.22534152448972672,23.635441835,2.3662534207,0.3539602576,23.5587280268,-0.6442639759177742
Ag_mp-2646971_110,ontop_0,-3.260850000009786e-05,2.0277892996,23.635441835,-2.89144e-05,2.0277904936,23.9971170465,-0.313954807834861
Ag_mp-2646971_111,bridge_0,2.329557349555486,1.8073814605076626,19.0691162415,2.2799837762,1.8361014161,18.2363473548,-1.2604700636871389
Ag_mp-2646971_111,ontop_0,4.640076891654839,3.1748044552076613,19.0691162415,4.6096648602,3.1924032278,18.1480233178,-1.2607355394666366
Ag_mp-2646971_111,ontop_1,4.68984957935484,0.4399584658076612,19.0691162415,4.6165760592,0.4823944245,18.0442380976,-1.2607053280090996
Cd_mp-1096861_100,bridge_0,2.357668573000002,2.3476249725000042,23.2665412863,2.3609176672,2.3481031179,23.3291889437,-0.385334319633697
Cd_mp-1096861_100,bridge_1,0.7891998430000043,2.3476249725000042,23.2665412863,0.7884218696,2.3481877612,22.790974579,-0.7711603900833277
Cd_mp-1096861_100,ontop_0,2.357668573,0.7791562425,23.2665412863,2.3628322897,0.7740940068,23.7366111851,-0.1363489810428371
Cd_mp-1096861_110,bridge_0,0.7865665325000007,1.1089894794000024,19.9823308183,0.786361826,1.1089829646,20.0867927727,-0.2479938572177958
Cd_mp-1096861_110,bridge_1,2.3550352625000035,3.3271392295241053,19.9823308183,2.3602024787,3.3271268517,19.3970033237,-0.5593401775268625
Cd_mp-1096861_110,bridge_2,0.7865665325000011,3.3271392295241053,19.9823308183,0.7876264799,3.3271901672,19.2704051552,-0.8041394789712297
Cd_mp-1096861_110,ontop_0,2.3550352625,1.1089894793999997,19.9823308183,2.3572054922,1.1088674583,20.4779741632,0.0258492898350315
Cd_mp-1096861_111,bridge_0,0.5299019162999975,0.9056904777784851,24.9962005954,1.1000226461,0.5721273886,24.891351251,-0.5048661384609002
Cd_mp-1096861_111,hollow_0,-0.2543324486999998,1.35846839951899,24.9962005954,-0.2540930508,1.3579094736,24.9321437121,-0.4754445455583017
Cd_mp-1096861_111,hollow_1,1.3141362813000026,0.4529125560379791,24.9962005954,1.3134272933,0.451418886,24.9024192576,-0.506101174108751
Cd_mp-1096861_111,ontop_0,1.3141362812999997,2.264024243,24.9962005954,1.3141586272,2.2643068263,25.3493034023,-0.1974503729065224
Sn_mp-1179414_100,bridge_0,0.7216572264055835,1.131362532898212,21.206737254,0.1560828549,1.1314309676,20.2744290593,-0.8985785229786583
Sn_mp-1179414_100,bridge_2,2.337428942787826,1.131362532898212,21.206737254,2.9378453785,1.1313296709,20.3948244163,-0.9048331884420808
Sn_mp-1179414_100,ontop_0,0.7216572264055836,3.3940635311,21.206737254,0.151946782,3.3941115545,21.7027473879,-0.2504753804319659
Sn_mp-1179414_110,bridge_0,3.178787410121415,0.36159045411530805,26.601786785500003,3.219737336,-0.1876594813,26.6292167834,-0.4860686203500479
Sn_mp-1179414_110,bridge_1,3.9541846681281494,1.855317185840568,26.601786785500003,3.8792816385,2.2724411531,27.0011465477,-0.5760824049900577
